ro_y_max,la_z_mean,ro_y_mean,la_z_rmse,ro_x_rmse,la_mag_mean,la_x_min,ro_y_min,ro_y_rmse,la_x_mean,ro_x_mean,ro_z_max,la_mag_std,ro_x_min,gy_y_std,la_z_max,la_mag_rmse,la_y_rmse,gy_y_rmse,ro_mag_max,ro_z_mean,ro_mag_rmse,label
0.015347081026327338,-0.7177057266235352,0.3823841214179992,0.4633431434631347,0.03462729477435382,0.10144278502342878,0.5151262283325195,0.127238243818283,0.47398827003466115,-0.00594613119657781,0.35555206782914495,0.20764871842756466,0.17371513254034743,0.436003565788269,0.07238248521734504,0.004474881533029917,0.2009120124846342,-0.006571228439743462,0.0019150452809864522,0.735644453083977,0.313953161239624,0.6290776195000606,0
0.07116215924281472,-3.880797863006592,0.4040326178073883,3.897611618041992,0.05691299831373886,0.8852827337810489,1.926928997039795,0.2033705562353134,0.781878821449737,0.036960579761087076,0.1807116572745144,0.330287853740666,0.9286023784836575,0.4747242629528045,0.29906747571948195,0.040792017766874133,1.2818247952520838,-0.004976377911763651,-0.0027571810847578896,0.9320853051625846,0.030257211998105,0.8741988414446242,0
0.10581743418284645,-1.1747888326644895,0.2943363189697265,1.7815608978271484,0.06521643318881788,0.13557422142296827,1.1300654411315918,-0.2367500960826873,-0.5009892329366671,-0.016473786776057528,0.11244489950695427,-0.07283319535943313,0.28477244047940875,0.065776914358139,0.10826016516100877,-0.013952425866995724,0.314950998282998,0.011752991212738881,-0.0012071128905720178,0.6663563288076844,-0.0818526148796081,0.533802025043441,0
0.09025635167890515,-2.7146220207214355,0.4187484681606293,2.0299649238586426,0.06397087953718031,0.40980316361900443,3.4004716873168945,-0.1750520020723343,0.6644166683887734,-0.021151443872484774,0.10427755731960375,0.010358429609025596,0.6441264839466455,0.1204485297203064,0.2879573762846545,0.010876474444428954,0.7624971631467848,-0.009009296918822825,0.029811565219634125,0.9807315796682936,-0.0623772405087947,0.7403458420326212,0
0.1534779391947323,-5.552741050720215,0.5226647257804871,4.178455829620361,0.11404946694861487,1.173790726391887,3.678719997406006,-0.1995672732591629,0.28859360042408977,0.060197342686431926,0.30469973934526295,0.06166694235127447,1.3023796480640777,0.4166027307510376,0.3147088870262121,-0.22444319561175055,1.7516131353691504,0.27765907946321156,-0.03760961419582701,0.9391260719671716,0.0029606521129608,0.6198584850354208,0
0.06069471545933686,-3.632788896560669,0.457624226808548,3.909600257873535,0.05837040761289969,0.7396444042633624,3.3152968883514404,-0.0199260171502828,0.4583658953917395,0.03411704530984266,0.2993180144488607,0.20402334985736104,0.9679229304293817,0.4760692119598388,0.1672685715567121,0.023066202799479168,1.216852145077927,0.01051099521597636,0.003720972909335256,0.7776660881706794,0.0518899857997894,0.5927689732342094,0
0.04142552999793234,-2.865649700164795,0.2580571174621582,1.8228225708007808,0.054235716852401576,0.4010089898792107,1.391348123550415,-0.2001460045576095,0.92727911492945,0.00974000318807302,0.040782734135535965,0.13731290411307218,0.5649609358809693,0.2351232469081878,0.12716042772836889,-0.012254058077261104,0.6920149109644502,0.004074618065645945,0.004634988610330599,0.9999452216298588,-0.131113514304161,0.994742602027598,0
0.0567847126428496,-4.074868679046631,0.293756753206253,1.589146614074707,0.049156180243322765,0.7736094563971753,3.198348999023437,-0.2043849825859069,-0.7204870384993013,-0.09645104259124532,0.13266860384379947,-0.10085750129705938,0.7917553820094684,0.070216879248619,0.21592667668489332,0.017811852427282695,1.1059809948184314,0.04034760072059238,0.002240298154861491,0.854149794391846,-0.0068608871661126,0.748273537166008,0
0.06694651557248296,-4.922861576080322,0.3871515989303589,3.4386563301086426,0.04430686263581495,0.6901656981966602,5.640740871429443,-0.0698402300477027,0.18513940733931572,-0.031615720410866716,0.3090117746274467,0.09561003218678864,1.2024190867161064,0.3335624635219574,0.19056339792423987,0.004039631582873919,1.38460736042895,0.04453047419089347,-0.0012977864379973706,0.5186767745562068,-0.0294941328465938,0.3867658625648972,0
0.02915093115313835,-2.746133327484131,0.3417867124080658,2.0049872398376465,0.03452306036734898,0.4562107910877842,1.5365893840789795,-0.1440237164497375,-0.5887193469440236,-0.009163320012983568,0.2464806262700203,-0.09078185496147666,0.6450771025821426,0.0536906942725181,0.13006695977816748,-0.06289796433234297,0.7891849448182957,0.05683378034809469,0.00267245680509476,0.7006655815628352,0.1529940664768219,0.6478305599284766,0
0.04073913191395916,-2.32878851890564,0.3761449158191681,1.5489625930786133,0.061744428988058146,0.505000368301382,2.34537672996521,-0.0357893258333206,0.5678071279296351,0.027263601774612237,0.17349062278815558,0.09321778877472256,0.5910796905753153,0.3173780739307403,0.11561769447686253,-0.015325923555905056,0.7766594945863907,0.0048983138041807555,-0.0025785206510050007,0.6745738172861631,0.0698417797684669,0.6070320691090368,0
0.0747839940829238,-4.501730918884277,0.4522138237953186,3.500694751739502,0.13410166851601318,0.844417359628897,2.5358922481536865,-0.4794449508190155,-0.15489010150026075,-0.14682104788029315,0.35696798744787467,-0.055027561515023825,1.034380644810938,0.2208895087242126,0.2529170447280545,-0.19925189100180296,1.333906748779458,0.1856237588469515,-0.004316601594005913,0.6747478075649378,0.0779332816600799,0.4402675046466377,0
0.040814891606903735,-2.4618172645568848,0.2592424154281616,2.969687461853028,0.2550329420875329,0.6001544111653417,3.782876491546631,-0.5313489437103271,0.7169027984348548,0.06603918247131121,0.016204130367954345,0.40667612293806044,1.049472665280828,0.5618589520454407,0.2921863364952712,-0.009176100826593417,1.2073802816022334,0.04104920737058646,-0.007030291122885477,0.9999997272134148,-0.1886406540870666,0.9918755677409783,0
